<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.25	20:00:00	3844.2	3849.4	3836.7	3843.4	4288	0	6
2022.10.25	21:00:00	3843.4	3858.4	3842.4	3849.4	2373	0	6
2022.10.25	22:00:00	3849.4	3866.4	3848.9	3861.9	3112	0	6
2022.10.25	23:00:00	3862.7	3862.7	3862.2	3862.2	2	0	7
2022.10.26	01:00:00	3832.7	3833.7	3825.4	3825.4	991	0	6
2022.10.26	02:00:00	3825.7	3827.2	3819.9	3824.9	1288	0	6
2022.10.26	03:00:00	3825.1	3827.2	3817.4	3818.9	2275	0	6
2022.10.26	04:00:00	3818.9	3827.8	3816.4	3825.5	2804	0	6
2022.10.26	05:00:00	3825.5	3831.7	3825.5	3829.4	1948	0	6
2022.10.26	06:00:00	3829.7	3830.4	3826.1	3828.7	1379	0	6
2022.10.26	07:00:00	3828.7	3830.7	3826.9	3827.7	819	0	6
2022.10.26	08:00:00	3827.7	3830.7	3823.4	3824.1	1864	0	6
2022.10.26	09:00:00	3823.9	3831.4	3822.7	3826.6	2524	0	6
2022.10.26	10:00:00	3826.4	3839.6	3825.2	3837.1	4143	0	6
2022.10.26	11:00:00	3837.1	3847.0	3835.6	3845.2	2450	0	6
2022.10.26	12:00:00	3845.2	3845.2	3832.7	3832.7	2278	0	6
2022.10.26	13:00:00	3833.0	3841.7	3829.5	3839.7	2378	0	6
2022.10.26	14:00:00	3840.0	3847.2	3831.7	3835.0	2419	0	6
2022.10.26	15:00:00	3835.0	3840.2	3825.2	3831.5	2921	0	6
2022.10.26	16:00:00	3831.5	3844.8	3826.8	3830.7	6724	0	6
2022.10.26	17:00:00	3835.5	3873.3	3835.5	3864.0	9160	0	6
2022.10.26	18:00:00	3864.3	3889.5	3864.2	3881.8	4797	0	6
2022.10.26	19:00:00	3881.8	3886.3	3854.5	3857.3	4627	0	6
2022.10.26	20:00:00	3857.3	3858.3	3841.3	3851.8	5711	0	6
2022.10.26	21:00:00	3851.5	3857.3	3833.5	3837.8	4128	0	6
2022.10.26	22:00:00	3837.8	3844.0	3828.7	3835.5	5063	0	6
2022.10.26	23:00:00	3834.8	3834.8	3834.2	3834.2	3	0	6
2022.10.27	01:00:00	3843.8	3845.8	3841.6	3845.1	413	0	6
2022.10.27	02:00:00	3845.1	3855.3	3845.1	3853.3	1396	0	6
2022.10.27	03:00:00	3853.3	3860.5	3847.1	3849.7	2338	0	6
2022.10.27	04:00:00	3849.8	3857.1	3849.1	3852.8	3161	0	6
2022.10.27	05:00:00	3852.8	3853.0	3843.1	3847.1	2277	0	6
2022.10.27	06:00:00	3847.1	3854.3	3847.1	3854.3	1402	0	6
2022.10.27	07:00:00	3854.1	3856.6	3852.0	3855.3	932	0	6
2022.10.27	08:00:00	3855.5	3859.6	3849.8	3857.8	2011	0	6
2022.10.27	09:00:00	3857.8	3859.3	3843.3	3844.2	2829	0	6
2022.10.27	10:00:00	3844.2	3849.1	3838.8	3842.1	5578	0	6
2022.10.27	11:00:00	3841.8	3851.3	3838.8	3844.3	3107	0	6
2022.10.27	12:00:00	3844.3	3845.0	3833.8	3833.8	2802	0	6
2022.10.27	13:00:00	3833.8	3838.1	3830.6	3831.1	2546	0	6
2022.10.27	14:00:00	3831.3	3838.8	3827.3	3829.8	2994	0	6
2022.10.27	15:00:00	3829.8	3855.0	3827.1	3848.0	9557	0	3
2022.10.27	16:00:00	3848.0	3858.0	3818.3	3824.8	10514	0	6
2022.10.27	17:00:00	3825.1	3862.9	3821.3	3834.9	9079	0	6
2022.10.27	18:00:00	3834.9	3847.2	3821.4	3826.4	8861	0	6
2022.10.27	19:00:00	3826.4	3836.7	3814.1	3828.4	5889	0	6
2022.10.27	20:00:00	3828.7	3840.9	3819.9	3820.4	4435	0	6
2022.10.27	21:00:00	3820.4	3822.9	3810.4	3813.4	3267	0	6
2022.10.27	22:00:00	3813.4	3826.0	3805.5	3813.0	5501	0	6
2022.10.27	23:00:00	3813.2	3813.2	3812.0	3812.0	4	0	6
2022.10.28	01:00:00	3791.6	3797.2	3789.7	3790.9	989	0	6
2022.10.28	02:00:00	3790.9	3794.0	3785.0	3786.7	1699	0	6
2022.10.28	03:00:00	3786.7	3792.2	3782.7	3789.9	2600	0	6
2022.10.28	04:00:00	3789.7	3804.5	3789.7	3802.2	3303	0	6
2022.10.28	05:00:00	3802.0	3803.0	3793.5	3797.2	2711	0	6
2022.10.28	06:00:00	3797.2	3799.5	3792.7	3795.7	1949	0	6
2022.10.28	07:00:00	3795.7	3797.2	3789.2	3791.1	1372	0	6
2022.10.28	08:00:00	3791.2	3791.2	3780.2	3782.5	2624	0	6
2022.10.28	09:00:00	3782.5	3785.0	3773.2	3775.4	4061	0	6
2022.10.28	10:00:00	3775.2	3782.7	3768.5	3773.5	5276	0	6
2022.10.28	11:00:00	3773.5	3786.7	3770.5	3783.5	3301	0	6
2022.10.28	12:00:00	3783.5	3788.2	3776.0	3787.7	3321	0	6
2022.10.28	13:00:00	3788.0	3790.7	3782.7	3788.2	2164	0	6
2022.10.28	14:00:00	3788.2	3797.0	3782.4	3791.2	2872	0	6
2022.10.28	15:00:00	3791.2	3819.2	3779.7	3798.3	6712	0	6
2022.10.28	16:00:00	3798.3	3846.2	3795.6	3837.9	8504	0	6
2022.10.28	17:00:00	3838.2	3871.2	3821.9	3869.7	9854	0	6
2022.10.28	18:00:00	3869.9	3875.7	3861.7	3870.4	4994	0	6
2022.10.28	19:00:00	3870.7	3887.2	3863.2	3884.7	3060	0	6
2022.10.28	20:00:00	3884.9	3893.9	3883.4	3888.4	2194	0	6
2022.10.28	21:00:00	3888.4	3903.9	3885.2	3901.9	2575	0	6
2022.10.28	22:00:00	3902.2	3908.7	3896.4	3903.2	3060	0	6
2022.10.28	23:00:00	3903.4	3903.9	3903.4	3903.4	3	0	7
2022.10.31	01:00:00	3899.6	3903.1	3897.8	3898.3	726	0	6
2022.10.31	02:00:00	3898.3	3901.3	3889.1	3892.1	2076	0	6
2022.10.31	03:00:00	3892.1	3898.6	3888.3	3896.8	2803	0	6
2022.10.31	04:00:00	3896.8	3899.6	3893.5	3896.8	1622	0	6
2022.10.31	05:00:00	3896.8	3902.6	3894.8	3900.3	1338	0	4
2022.10.31	06:00:00	3900.3	3901.7	3896.3	3897.3	926	0	6
2022.10.31	07:00:00	3897.3	3902.1	3895.1	3897.6	1910	0	6
2022.10.31	08:00:00	3897.7	3899.1	3892.3	3894.8	1799	0	6
2022.10.31	09:00:00	3894.8	3898.8	3889.5	3898.6	1818	0	6
2022.10.31	10:00:00	3898.7	3898.8	3876.6	3881.1	3071	0	6
2022.10.31	11:00:00	3881.1	3888.0	3877.8	3883.8	1709	0	6
2022.10.31	12:00:00	3883.8	3886.6	3880.3	3885.8	1990	0	6
2022.10.31	13:00:00	3885.7	3895.1	3885.7	3887.7	2405	0	6
2022.10.31	14:00:00	3888.1	3888.1	3878.1	3882.1	2351	0	6
2022.10.31	15:00:00	3882.1	3887.3	3867.3	3867.3	6510	0	6
2022.10.31	16:00:00	3867.3	3881.3	3865.6	3873.8	6091	0	6
2022.10.31	17:00:00	3873.8	3896.8	3873.1	3883.6	4987	0	6
2022.10.31	18:00:00	3883.6	3892.6	3870.3	3875.1	5433	0	6
2022.10.31	19:00:00	3875.1	3888.8	3870.6	3883.3	3700	0	6
2022.10.31	20:00:00	3883.6	3890.1	3878.3	3881.6	4012	0	6
2022.10.31	21:00:00	3881.6	3888.1	3868.1	3875.7	4905	0	6
2022.10.31	22:00:00	3876.3	3879.6	3872.6	3875.5	1280	0	6
2022.11.01	01:00:00	3883.1	3884.4	3881.4	3881.4	376	0	6
2022.11.01	02:00:00	3881.4	3886.4	3880.1	3883.4	1502	0	1
2022.11.01	03:00:00	3883.4	3888.9	3882.6	3888.4	2031	0	6
2022.11.01	04:00:00	3888.4	3892.8	3887.6	3892.4	1331	0	6
2022.11.01	05:00:00	3892.4	3893.4	3887.4	3890.6	1383	0	6
2022.11.01	06:00:00	3890.6	3891.4	3887.1	3889.4	709	0	6
2022.11.01	07:00:00	3889.4	3899.9	3889.1	3896.4	1560	0	6
2022.11.01	08:00:00	3896.4	3901.9	3896.4	3901.1	1669	0	6
2022.11.01	09:00:00	3901.4	3904.6	3891.4	3898.1	3077	0	6
2022.11.01	10:00:00	3898.1	3911.4	3897.6	3905.5	3586	0	6
2022.11.01	11:00:00	3905.5	3909.6	3900.4	3909.1	2645	0	6
2022.11.01	12:00:00	3908.9	3915.1	3905.9	3912.1	2368	0	6
2022.11.01	13:00:00	3912.4	3915.1	3907.9	3913.6	1950	0	6
2022.11.01	14:00:00	3913.4	3920.6	3913.4	3917.4	1926	0	6
2022.11.01	15:00:00	3917.4	3918.4	3890.6	3893.8	5742	0	6
2022.11.01	16:00:00	3893.8	3896.0	3848.6	3852.6	10494	0	6
2022.11.01	17:00:00	3852.9	3861.1	3845.9	3858.4	6976	0	6
2022.11.01	18:00:00	3858.4	3873.3	3852.6	3860.4	6350	0	6
2022.11.01	19:00:00	3860.4	3867.4	3855.6	3863.9	3834	0	6
2022.11.01	20:00:00	3863.9	3868.4	3855.6	3866.6	3318	0	6
2022.11.01	21:00:00	3866.6	3871.1	3857.6	3858.6	4045	0	6
2022.11.01	22:00:00	3858.1	3861.9	3849.0	3854.8	1750	0	6
2022.11.02	01:00:00	3861.7	3862.4	3856.9	3858.7	439	0	6
2022.11.02	02:00:00	3858.7	3867.2	3854.9	3865.9	2024	0	1
2022.11.02	03:00:00	3865.9	3870.7	3863.9	3868.4	1771	0	6
2022.11.02	04:00:00	3868.4	3870.9	3864.7	3869.4	1273	0	6
2022.11.02	05:00:00	3869.7	3872.2	3866.2	3868.4	1397	0	6
2022.11.02	06:00:00	3868.4	3870.4	3864.9	3869.7	921	0	6
2022.11.02	07:00:00	3869.7	3872.3	3868.2	3870.4	1633	0	6
2022.11.02	08:00:00	3870.7	3870.7	3863.2	3865.4	1039	0	6
2022.11.02	09:00:00	3865.4	3866.9	3859.9	3863.2	1638	0	6
2022.11.02	10:00:00	3863.2	3874.7	3862.4	3870.2	3537	0	6
2022.11.02	11:00:00	3870.2	3872.4	3859.2	3863.2	2279	0	6
2022.11.02	12:00:00	3862.9	3863.8	3854.3	3858.4	1855	0	6
2022.11.02	13:00:00	3858.4	3864.4	3855.7	3863.7	1742	0	6
2022.11.02	14:00:00	3863.9	3865.2	3847.9	3854.9	3941	0	6
2022.11.02	15:00:00	3854.7	3856.7	3836.7	3837.2	5362	0	6
2022.11.02	16:00:00	3837.1	3843.9	3833.7	3839.7	4534	0	6
2022.11.02	17:00:00	3839.9	3843.7	3835.2	3839.7	3403	0	6
2022.11.02	18:00:00	3839.4	3841.4	3826.4	3837.2	2336	0	6
2022.11.02	19:00:00	3837.2	3851.7	3832.4	3845.4	2201	0	6
2022.11.02	20:00:00	3845.4	3898.9	3801.9	3818.2	18120	0	6
2022.11.02	21:00:00	3818.1	3843.2	3760.4	3760.4	13537	0	6
2022.11.02	22:00:00	3760.2	3765.7	3753.7	3761.4	2708	0	6
2022.11.02	23:00:00	3761.1	3761.1	3761.1	3761.1	1	0	11
2022.11.03	01:00:00	3750.7	3755.0	3750.0	3752.5	571	0	6
2022.11.03	02:00:00	3752.5	3758.5	3750.2	3758.5	1417	0	6
2022.11.03	03:00:00	3758.5	3771.0	3757.5	3766.5	2212	0	6
2022.11.03	04:00:00	3766.5	3771.0	3764.7	3766.5	1465	0	6
2022.11.03	05:00:00	3766.5	3773.0	3766.5	3770.2	1177	0	6
2022.11.03	06:00:00	3770.2	3772.7	3767.5	3769.0	770	0	6
2022.11.03	07:00:00	3769.0	3775.5	3768.4	3769.5	1306	0	6
2022.11.03	08:00:00	3769.2	3770.0	3760.6	3765.0	1712	0	6
2022.11.03	09:00:00	3764.7	3770.4	3755.5	3762.2	3529	0	6
2022.11.03	10:00:00	3762.2	3769.0	3750.2	3756.2	5005	0	6
2022.11.03	11:00:00	3756.2	3761.0	3747.5	3754.0	3898	0	6
2022.11.03	12:00:00	3754.1	3757.0	3735.2	3739.5	3056	0	6
2022.11.03	13:00:00	3739.5	3740.5	3728.6	3732.2	3017	0	6
2022.11.03	14:00:00	3732.2	3740.5	3721.0	3721.7	5896	0	6
2022.11.03	15:00:00	3721.7	3732.7	3700.5	3701.5	8101	0	6
2022.11.03	16:00:00	3701.2	3746.5	3698.0	3744.9	8818	0	6
2022.11.03	17:00:00	3744.9	3746.5	3719.9	3726.9	7264	0	6
2022.11.03	18:00:00	3726.9	3751.9	3723.7	3748.4	6049	0	6
2022.11.03	19:00:00	3748.2	3750.2	3732.2	3732.4	4285	0	6
2022.11.03	20:00:00	3732.7	3746.4	3728.4	3745.2	3654	0	6
2022.11.03	21:00:00	3745.2	3745.9	3718.9	3719.7	4541	0	6
2022.11.03	22:00:00	3720.4	3724.7	3718.1	3719.2	1091	0	6
2022.11.04	01:00:00	3715.4	3715.9	3711.2	3714.0	435	0	6
2022.11.04	02:00:00	3714.0	3720.2	3714.0	3718.5	1486	0	6
2022.11.04	03:00:00	3718.7	3720.5	3713.4	3720.2	1919	0	6
2022.11.04	04:00:00	3720.2	3722.0	3718.2	3720.0	989	0	6
2022.11.04	05:00:00	3720.0	3721.5	3718.2	3721.2	903	0	6
2022.11.04	06:00:00	3721.2	3731.2	3720.5	3730.0	1024	0	6
2022.11.04	07:00:00	3730.0	3733.2	3727.2	3727.5	1939	0	6
2022.11.04	08:00:00	3727.5	3743.0	3726.9	3739.2	2476	0	6
2022.11.04	09:00:00	3739.2	3742.0	3725.0	3727.5	3742	0	6
2022.11.04	10:00:00	3727.6	3739.0	3725.7	3738.7	4187	0	6
2022.11.04	11:00:00	3738.7	3750.5	3736.9	3745.0	3289	0	6
2022.11.04	12:00:00	3745.0	3754.2	3741.5	3751.2	2508	0	6
2022.11.04	13:00:00	3751.2	3759.5	3745.2	3752.0	3411	0	6
2022.11.04	14:00:00	3752.2	3767.5	3705.4	3766.0	9280	0	6
2022.11.04	15:00:00	3766.0	3783.0	3731.5	3760.5	9599	0	6
2022.11.04	16:00:00	3760.4	3794.0	3756.5	3777.7	9486	0	6
2022.11.04	17:00:00	3777.9	3783.7	3717.0	3718.7	9066	0	6
2022.11.04	18:00:00	3718.5	3739.1	3709.5	3721.7	8643	0	6
2022.11.04	19:00:00	3722.0	3729.7	3710.2	3716.5	7159	0	6
2022.11.04	20:00:00	3716.5	3751.0	3708.6	3748.7	6574	0	6
2022.11.04	21:00:00	3748.6	3774.5	3745.2	3773.5	6571	0	6
2022.11.04	22:00:00	3773.5	3778.2	3763.5	3765.0	1363	0	6
2022.11.07	01:00:00	3748.3	3748.9	3745.8	3746.5	816	0	6
2022.11.07	02:00:00	3746.5	3758.5	3746.3	3755.4	2086	0	6
2022.11.07	03:00:00	3755.3	3764.8	3745.7	3761.8	3288	0	6
2022.11.07	04:00:00	3761.8	3768.3	3760.5	3767.0	1938	0	6
2022.11.07	05:00:00	3767.0	3771.3	3763.0	3767.0	1818	0	6
2022.11.07	06:00:00	3766.8	3771.0	3765.5	3768.0	1035	0	6
2022.11.07	07:00:00	3768.0	3775.5	3766.0	3767.5	1743	0	6
2022.11.07	08:00:00	3767.4	3772.5	3767.0	3770.7	1643	0	6
2022.11.07	09:00:00	3770.8	3771.8	3754.4	3755.3	3029	0	6
2022.11.07	10:00:00	3755.4	3784.0	3752.3	3782.9	4994	0	6
2022.11.07	11:00:00	3782.8	3789.8	3780.9	3781.3	3345	0	6
2022.11.07	12:00:00	3781.3	3794.8	3781.3	3794.3	2113	0	1
2022.11.07	13:00:00	3794.3	3799.8	3792.7	3794.4	1901	0	6
2022.11.07	14:00:00	3794.3	3799.8	3787.0	3790.3	2230	0	6
2022.11.07	15:00:00	3790.5	3795.5	3780.0	3785.3	4209	0	6
2022.11.07	16:00:00	3785.3	3794.3	3766.3	3772.0	6665	0	6
2022.11.07	17:00:00	3772.0	3794.8	3771.3	3787.3	8766	0	6
2022.11.07	18:00:00	3787.3	3792.4	3773.0	3773.0	6307	0	6
2022.11.07	19:00:00	3773.0	3784.5	3769.0	3781.0	4373	0	6
2022.11.07	20:00:00	3781.0	3791.0	3780.5	3790.0	2742	0	6
2022.11.07	21:00:00	3790.3	3811.0	3790.3	3804.5	2323	0	6
2022.11.07	22:00:00	3804.8	3816.8	3804.5	3811.0	3238	0	6
2022.11.08	01:00:00	3808.3	3811.8	3806.3	3811.6	392	0	6
2022.11.08	02:00:00	3811.6	3822.8	3810.8	3819.6	1461	0	6
2022.11.08	03:00:00	3819.8	3819.8	3812.6	3815.3	1925	0	6
2022.11.08	04:00:00	3815.3	3815.3	3807.8	3807.8	1275	0	6
2022.11.08	05:00:00	3807.8	3813.3	3807.8	3811.3	800	0	6
2022.11.08	06:00:00	3811.6	3813.1	3805.1	3807.8	721	0	6
2022.11.08	07:00:00	3807.8	3808.1	3802.1	3804.6	1161	0	6
2022.11.08	08:00:00	3804.6	3809.6	3804.1	3808.3	1149	0	6
2022.11.08	09:00:00	3808.3	3808.8	3801.1	3802.8	1871	0	6
2022.11.08	10:00:00	3802.8	3805.3	3795.3	3804.3	3805	0	6
2022.11.08	11:00:00	3804.2	3818.3	3800.3	3818.1	2173	0	6
2022.11.08	12:00:00	3818.1	3821.7	3811.5	3812.1	1722	0	6
2022.11.08	13:00:00	3811.8	3826.6	3811.8	3825.3	1639	0	6
2022.11.08	14:00:00	3825.3	3826.0	3813.8	3820.6	2179	0	6
2022.11.08	15:00:00	3820.6	3825.6	3814.6	3822.3	1761	0	6
2022.11.08	16:00:00	3822.3	3829.3	3806.1	3817.1	3696	0	6
2022.11.08	17:00:00	3814.8	3844.1	3814.1	3841.6	4809	0	6
2022.11.08	18:00:00	3841.8	3862.1	3836.3	3856.6	2469	0	0
2022.11.08	19:00:00	3856.6	3859.1	3850.6	3855.8	2410	0	6
2022.11.08	20:00:00	3856.1	3861.1	3815.0	3818.0	5255	0	6
2022.11.08	21:00:00	3817.5	3824.1	3788.3	3817.4	7327	0	6
2022.11.08	22:00:00	3817.4	3851.7	3816.5	3831.4	6400	0	6
2022.11.09	01:00:00	3832.5	3836.7	3830.5	3835.0	514	0	6
2022.11.09	02:00:00	3835.0	3835.0	3826.5	3829.8	1658	0	6
2022.11.09	03:00:00	3829.8	3844.5	3827.7	3833.7	2979	0	6
2022.11.09	04:00:00	3833.7	3838.2	3828.5	3832.2	2711	0	6
2022.11.09	05:00:00	3832.2	3835.2	3820.4	3823.9	2625	0	6
2022.11.09	06:00:00	3823.9	3836.2	3818.9	3833.7	2196	0	6
2022.11.09	07:00:00	3833.7	3834.2	3821.2	3824.9	2041	0	6
2022.11.09	08:00:00	3824.9	3825.4	3818.9	3820.1	1939	0	6
2022.11.09	09:00:00	3820.7	3830.7	3819.2	3827.8	2533	0	6
2022.11.09	10:00:00	3827.9	3838.7	3827.3	3829.7	4828	0	6
2022.11.09	11:00:00	3829.4	3830.2	3809.8	3813.3	3434	0	6
2022.11.09	12:00:00	3813.3	3823.3	3806.8	3821.6	2920	0	6
2022.11.09	13:00:00	3821.6	3829.6	3820.0	3824.5	2571	0	6
2022.11.09	14:00:00	3824.3	3828.1	3814.3	3827.1	2628	0	6
2022.11.09	15:00:00	3827.1	3829.6	3805.8	3809.1	3736	0	6
2022.11.09	16:00:00	3808.8	3815.1	3789.1	3795.5	5929	0	6
2022.11.09	17:00:00	3795.5	3820.0	3783.5	3791.1	8584	0	6
2022.11.09	18:00:00	3791.2	3811.6	3790.6	3799.6	5822	0	6
2022.11.09	19:00:00	3799.3	3801.8	3787.8	3794.1	4047	0	6
2022.11.09	20:00:00	3794.1	3796.6	3763.1	3770.1	5402	0	6
2022.11.09	21:00:00	3770.1	3777.3	3754.3	3757.1	4527	0	6
2022.11.09	22:00:00	3757.1	3770.6	3744.8	3749.8	5435	0	6
2022.11.10	01:00:00	3751.2	3752.8	3749.6	3752.4	465	0	6
2022.11.10	02:00:00	3752.4	3759.3	3750.9	3756.9	1399	0	6
2022.11.10	03:00:00	3756.9	3761.9	3756.4	3757.7	2006	0	6
2022.11.10	04:00:00	3757.4	3758.9	3751.7	3755.4	1998	0	6
2022.11.10	05:00:00	3755.4	3758.9	3753.7	3756.3	1292	0	6
2022.11.10	06:00:00	3756.2	3759.7	3755.2	3759.2	805	0	6
2022.11.10	07:00:00	3759.2	3762.4	3757.9	3759.2	1321	0	6
2022.11.10	08:00:00	3759.2	3760.7	3755.4	3758.6	1390	0	6
2022.11.10	09:00:00	3758.4	3761.9	3750.2	3753.9	2072	0	6
2022.11.10	10:00:00	3753.8	3764.4	3751.9	3757.8	3183	0	6
2022.11.10	11:00:00	3757.8	3762.4	3755.2	3760.4	2650	0	6
2022.11.10	12:00:00	3760.4	3763.7	3752.4	3763.4	2311	0	6
2022.11.10	13:00:00	3763.4	3766.4	3754.7	3760.9	3468	0	6
2022.11.10	14:00:00	3760.9	3763.3	3755.7	3760.6	2330	0	6
2022.11.10	15:00:00	3760.4	3877.4	3746.1	3872.7	8065	0	6
2022.11.10	16:00:00	3872.9	3907.9	3864.9	3907.6	9994	0	6
2022.11.10	17:00:00	3907.4	3916.7	3888.9	3914.2	9727	0	6
2022.11.10	18:00:00	3914.2	3930.2	3904.2	3928.7	6154	0	6
2022.11.10	19:00:00	3928.7	3928.7	3899.7	3900.4	4741	0	6
2022.11.10	20:00:00	3900.9	3925.3	3900.7	3922.4	5534	0	6
2022.11.10	21:00:00	3922.7	3933.4	3919.4	3932.4	3602	0	6
2022.11.10	22:00:00	3932.4	3960.2	3929.9	3956.2	3909	0	6
2022.11.10	23:00:00	3956.2	3956.2	3955.9	3955.9	2	0	7
2022.11.11	01:00:00	3962.3	3969.6	3960.8	3967.1	729	0	6
2022.11.11	02:00:00	3967.1	3968.8	3957.6	3963.1	2011	0	6
2022.11.11	03:00:00	3963.1	3967.1	3953.8	3954.6	3346	0	6
2022.11.11	04:00:00	3954.6	3963.6	3954.3	3958.7	2262	0	6
2022.11.11	05:00:00	3958.6	3958.8	3952.3	3956.8	1434	0	6
2022.11.11	06:00:00	3956.5	3964.3	3954.6	3964.3	1088	0	6
2022.11.11	07:00:00	3964.3	3980.6	3960.6	3979.8	2638	0	6
2022.11.11	08:00:00	3979.8	3985.3	3977.0	3983.7	2486	0	6
2022.11.11	09:00:00	3983.8	3990.2	3977.1	3989.3	3480	0	6
2022.11.11	10:00:00	3989.3	3992.6	3976.3	3990.8	4758	0	6
2022.11.11	11:00:00	3991.1	3991.1	3974.3	3979.1	2986	0	6
2022.11.11	12:00:00	3979.3	3983.1	3970.1	3972.1	2792	0	6
2022.11.11	13:00:00	3972.1	3978.3	3968.1	3975.6	2086	0	6
2022.11.11	14:00:00	3975.6	3976.7	3968.1	3976.1	2617	0	6
2022.11.11	15:00:00	3976.1	3979.8	3971.8	3978.3	2280	0	6
2022.11.11	16:00:00	3978.6	3978.8	3946.5	3962.1	6318	0	6
2022.11.11	17:00:00	3951.3	3986.3	3946.2	3973.8	8680	0	6
2022.11.11	18:00:00	3973.8	3981.7	3951.1	3962.6	6809	0	6
2022.11.11	19:00:00	3962.6	3977.1	3957.3	3972.6	5149	0	6
2022.11.11	20:00:00	3972.3	3994.2	3972.3	3992.8	3544	0	6
2022.11.11	21:00:00	3992.6	4004.6	3987.8	4003.3	3501	0	6
2022.11.11	22:00:00	4003.6	4004.8	3984.3	3996.3	5116	0	6
2022.11.14	01:00:00	3986.0	3988.5	3980.8	3987.0	933	0	6
2022.11.14	02:00:00	3987.0	3990.0	3980.8	3983.5	2358	0	6
2022.11.14	03:00:00	3983.5	3991.0	3982.0	3984.2	3629	0	6
2022.11.14	04:00:00	3984.3	3986.8	3980.0	3986.0	2019	0	6
2022.11.14	05:00:00	3986.0	3988.0	3983.9	3987.3	1560	0	6
2022.11.14	06:00:00	3987.3	3987.3	3982.0	3984.5	972	0	6
2022.11.14	07:00:00	3984.5	3986.0	3977.8	3977.8	1596	0	6
2022.11.14	08:00:00	3977.8	3985.0	3977.3	3984.8	1422	0	6
2022.11.14	09:00:00	3984.8	3988.5	3982.8	3984.8	1965	0	6
2022.11.14	10:00:00	3984.8	3991.8	3982.3	3987.8	3618	0	6
2022.11.14	11:00:00	3987.8	3988.3	3973.5	3975.3	2327	0	6
2022.11.14	12:00:00	3975.2	3981.8	3972.5	3980.3	1776	0	6
2022.11.14	13:00:00	3980.0	3984.2	3977.0	3980.0	1387	0	6
2022.11.14	14:00:00	3980.2	3986.8	3978.3	3986.3	1517	0	6
2022.11.14	15:00:00	3986.3	3989.0	3979.5	3981.3	1835	0	6
2022.11.14	16:00:00	3981.3	3989.0	3970.0	3982.0	5554	0	6
2022.11.14	17:00:00	3982.0	4001.0	3982.0	3995.3	6697	0	6
2022.11.14	18:00:00	3995.3	3997.2	3974.3	3989.5	5810	0	6
2022.11.14	19:00:00	3989.7	4003.3	3984.8	3997.3	4203	0	6
2022.11.14	20:00:00	3997.3	4012.8	3994.8	4012.3	2724	0	6
2022.11.14	21:00:00	4012.3	4012.8	3996.2	3998.8	3211	0	6
2022.11.14	22:00:00	3998.3	4006.0	3959.5	3963.0	4635	0	6
2022.11.15	01:00:00	3971.9	3974.1	3969.4	3969.4	416	0	6
2022.11.15	02:00:00	3969.4	3971.9	3967.4	3968.1	1399	0	6
2022.11.15	03:00:00	3968.1	3975.6	3967.4	3973.6	2370	0	6
2022.11.15	04:00:00	3973.6	3978.4	3972.4	3978.4	1543	0	6
2022.11.15	05:00:00	3978.4	3980.9	3977.4	3979.4	1113	0	6
2022.11.15	06:00:00	3979.5	3979.9	3977.4	3977.9	657	0	6
2022.11.15	07:00:00	3977.9	3982.9	3977.4	3980.1	1333	0	6
2022.11.15	08:00:00	3980.0	3983.6	3979.6	3983.4	1167	0	6
2022.11.15	09:00:00	3983.4	3992.1	3982.9	3986.3	2468	0	6
2022.11.15	10:00:00	3986.1	3989.1	3981.6	3987.3	3540	0	6
2022.11.15	11:00:00	3987.4	3989.9	3983.6	3987.4	2606	0	6
2022.11.15	12:00:00	3987.4	3994.9	3987.3	3989.6	1948	0	6
2022.11.15	13:00:00	3989.6	3993.9	3985.6	3991.4	1864	0	6
2022.11.15	14:00:00	3991.1	4002.4	3987.1	4000.9	2226	0	6
2022.11.15	15:00:00	4000.9	4046.1	3999.9	4035.4	5728	0	6
2022.11.15	16:00:00	4035.4	4035.9	4010.9	4027.4	8074	0	6
2022.11.15	17:00:00	4027.4	4032.9	4009.1	4013.9	7268	0	6
2022.11.15	18:00:00	4013.6	4026.6	4004.6	4022.9	6880	0	6
2022.11.15	19:00:00	4022.9	4024.1	4004.9	4010.9	4968	0	6
2022.11.15	20:00:00	4011.1	4013.9	3955.6	3974.9	10654	0	6
2022.11.15	21:00:00	3974.9	4002.1	3959.8	3997.4	12244	0	6
2022.11.15	22:00:00	3997.6	4005.9	3984.9	3995.9	8047	0	6
2022.11.16	01:00:00	3984.9	3991.4	3984.1	3990.9	721	0	6
2022.11.16	02:00:00	3990.9	3991.6	3976.1	3976.4	2598	0	6
2022.11.16	03:00:00	3976.4	3984.6	3975.5	3984.0	3584	0	6
2022.11.16	04:00:00	3984.1	3993.6	3982.9	3990.6	2707	0	6
2022.11.16	05:00:00	3991.1	3994.1	3986.9	3990.4	1809	0	6
2022.11.16	06:00:00	3990.4	3990.4	3983.1	3984.4	1376	0	6
2022.11.16	07:00:00	3984.4	4001.4	3982.1	3999.9	2369	0	6
2022.11.16	08:00:00	3999.6	4002.4	3995.1	4002.0	1984	0	6
2022.11.16	09:00:00	4002.1	4010.9	3996.1	4007.9	3428	0	6
2022.11.16	10:00:00	4007.6	4010.4	4000.1	4002.3	3571	0	6
